therapeutic_class,status,pdl_name
PARKINSON'S,Non-Preferred,Amantadine Hydrochloride ER Tablet (Osmolex ER)
PARKINSON'S,Non-Preferred,Amantadine Tablet (Generic)
PARKINSON'S,Non-Preferred,Apomorphine Cartridge (Generic; Apokyn)
PARKINSON'S,Non-Preferred,Apomorphine Cartridge (Onapgo)
PARKINSON'S,Non-Preferred,"Bromocriptine Capsule, Tablet (Generic)"
PARKINSON'S,Non-Preferred,Carbidopa Tablet (Generic)
PARKINSON'S,Non-Preferred,Carbidopa/Levodopa Enteral Suspension (Duopa)
PARKINSON'S,Non-Preferred,Carbidopa/Levodopa ER Capsule (Crexont; Rytary)
PARKINSON'S,Non-Preferred,Carbidopa/Levodopa ODT (Generic)
PARKINSON'S,Non-Preferred,"Carbidopa/Levodopa Tablet (Dhivy, Sinemet)"
PARKINSON'S,Non-Preferred,Carbidopa/Levodopa/Entacapone Tablet (Stalevo)
PARKINSON'S,Non-Preferred,Entacapone Tablet (Generic)
PARKINSON'S,Non-Preferred,Foscarbidopa/Foslevodopa Vial (Vyalev)
PARKINSON'S,Non-Preferred,Istradefylline Tablet (Nourianz)
PARKINSON'S,Non-Preferred,Levodopa Capsule for Inhalation (Inbrija)
PARKINSON'S,Non-Preferred,Opicapone Capsule (Ongentys)
PARKINSON'S,Non-Preferred,Pramipexole ER Tablet (Generic for Mirapex ER)
PARKINSON'S,Non-Preferred,Rasagiline Tablet (Generic; Azilect)
PARKINSON'S,Non-Preferred,Ropinirole ER Tablet (Generic)
PARKINSON'S,Non-Preferred,Rotigotine Patch (Neupro)
PARKINSON'S,Non-Preferred,Safinamide Tablet (Xadago)
PARKINSON'S,Non-Preferred,Selegiline Disintegrating Tablet (Zelapar)
PARKINSON'S,Non-Preferred,Selegiline Capsule (Generic)
PARKINSON'S,Non-Preferred,Tolcapone Tablet (Generic)
PEDIATRIC MULTIVITAMINS,Non-Preferred,"Pediatric MVI A, C, D3 No. 21 / FL Drop (Tri-Vitamin with FL)"
PEDIATRIC MULTIVITAMINS,Non-Preferred,Pediatric MVI No. 17 / FL 0.25mg Chewable (Flotrex)
PEDIATRIC MULTIVITAMINS,Non-Preferred,Pediatric MVI No. 63 / FL Chewable (Quflora)
PEDIATRIC MULTIVITAMINS,Non-Preferred,Pediatric MVI No. 83 / FL 0.25mg/ml Drop (Quflora)
PEDIATRIC MULTIVITAMINS,Non-Preferred,Pediatric MVI No. 84 / FL 0.5mg/ml Drop (Quflora)
PEDIATRIC MULTIVITAMINS,Non-Preferred,Pediatric MVI No. 142 / FL & Fe Chewable (Quflora FE)
PEDIATRIC MULTIVITAMINS,Non-Preferred,Pediatric MVI No. 151 / FL & Fe Drop (Quflora FE)
PEDIATRIC MULTIVITAMINS,Non-Preferred,Pediatric MVI No. 175 / FL Chewable (Poly-Vi-Flor)
PEDIATRIC MULTIVITAMINS,Non-Preferred,Pediatric MVI No. 175 / FL & Fe Chewable (Poly-Vi-Flor Fe)
PEDIATRIC MULTIVITAMINS,Non-Preferred,Pediatric MVI No. 220 / FL 0.25mg Drop (Poly-Vi-Flor)
PEDIATRIC MULTIVITAMINS,Non-Preferred,Pediatric MVI No. 220 / FL & Fe Drop (Poly-Vi-Flor Fe)
PITUITARY SUPPRESSIVE AGENTS,Non-Preferred,Histrelin Implant Kit (Supprelin LA)
PITUITARY SUPPRESSIVE AGENTS,Non-Preferred,Leuprolide Acetate Depot (AG)
PITUITARY SUPPRESSIVE AGENTS,Non-Preferred,Leuprolide Acetate Subcutaneous (Eligard)
PITUITARY SUPPRESSIVE AGENTS,Non-Preferred,Leuprolide Mesylate Syringe (Camcevi)
PITUITARY SUPPRESSIVE AGENTS,Non-Preferred,Leuprolide Acetate (Lupron Depot-Ped Kit; Lupron Depot-Ped)
PITUITARY SUPPRESSIVE AGENTS,Non-Preferred,Triptorelin Pamoate Vial (Trelstar)
PITUITARY SUPPRESSIVE AGENTS,Non-Preferred,Triptorelin Pamoate Kit (Triptodur)
POTASSIUM BINDERS,Non-Preferred,Patiromer Sorbitex Calcium Powder Packet (Veltassa)
POTASSIUM BINDERS,Non-Preferred,Sodium Zirconium Cyclosilicate Unit-Dose (Lokelma)
PRENATAL VITAMINS,Non-Preferred,MVI 38/Folate No.6/Ginger (Prenate AM)
PRENATAL VITAMINS,Non-Preferred,MVI No.40/Iron/Folate 1/DHA (Prenate Essential)
PRENATAL VITAMINS,Non-Preferred,MVI No.42/Iron/Folate/DHA (Nestabs ONE)
PRENATAL VITAMINS,Non-Preferred,MVI No.36/Folate No.6 Chew (Prenate Chewable)
PRENATAL VITAMINS,Non-Preferred,MVI/Minerals No.69/Iron/FA (OB Complete)
PRENATAL VITAMINS,Non-Preferred,MVI No.102/Iron/FA/DHA (CitraNatal Medley)
PRENATAL VITAMINS,Non-Preferred,MVI/Minerals No.71/Iron/FA No.1/DHA (PNV-Omega / Zatean-PN Plus)
PRENATAL VITAMINS,Non-Preferred,MVI/Minerals No.75/Iron/Iron PS/Omega 3/DHA (WesCap-C DHA)
PRENATAL VITAMINS,Non-Preferred,PNV No.93/Iron/Folate 9/DHA (TriStart DHA; WestGel DHA)
PRENATAL VITAMINS,Non-Preferred,"PNV 30/Iron Carb, AG/FA/Omega 3 (OB Complete with DHA)"
PRENATAL VITAMINS,Non-Preferred,PNV 85/Iron/FA/DHA/Fish Oil (OB Complete One)
PRENATAL VITAMINS,Non-Preferred,"PNV 83/Iron Carb, Asp/FA (OB Complete Premier)"
PRENATAL VITAMINS,Non-Preferred,PNV 114/Iron A-G/Folate 1 (Prenate Elite)
PRENATAL VITAMINS,Non-Preferred,PNV 118/Iron/Folate 6/DHA (PrimaCare)
PRENATAL VITAMINS,Non-Preferred,PNV 25/Iron/Folate 6/DHA (VitaMedMD One Rx)
PRENATAL VITAMINS,Non-Preferred,PNV 48/Iron/FA/B6 (CitraNatal B-Calm)
PRENATAL VITAMINS,Non-Preferred,PNV 78/Iron/Folate 1/DHA (Prenate DHA)
PRENATAL VITAMINS,Non-Preferred,PNV 86/Iron/FA/DHA/EPA (Nestabs ABC)
PRENATAL VITAMINS,Non-Preferred,PNV 77/Iron Asp Gly/FA (Prenate Star)
PRENATAL VITAMINS,Non-Preferred,PNV 13/Iron PS/Folate 1 Chew (Select-OB)
PRENATAL VITAMINS,Non-Preferred,PNV 128/Iron/FA Chew (Select-OB)
PRENATAL VITAMINS,Non-Preferred,PNV 85/Iron/FA 1/DHA (Prenate Pixie)
PRENATAL VITAMINS,Non-Preferred,PNV 87/Iron/FA/DHA (Prenate Mini)
PRENATAL VITAMINS,Non-Preferred,PNV 68//Iron/FA 6/DHA (Prenate Enhance)
PRENATAL VITAMINS,Non-Preferred,PNV 69/Iron/Folate/DHA (Prenate Restore)
PRENATAL VITAMINS,Non-Preferred,PNV 86/Iron/FA (Nestabs)
PRENATAL VITAMINS,Non-Preferred,PNV/Calcium No.65/Iron/FA (Marnatal-F)
PRENATAL VITAMINS,Non-Preferred,PNV/Calcium No.40/Iron/Folate 1 (PNV-Select)
PRENATAL VITAMINS,Non-Preferred,PNV 56/Iron/FA/DHA (OB Complete Petite)
PRENATAL VITAMINS,Non-Preferred,PNV 11/Iron/FA/Omega 3 (C-Nate DHA)
PRENATAL VITAMINS,Non-Preferred,PNV No.170/Iron/FA (DermacinRx – Prenatrix / Prenatryl / Pretrate)
PROGESTATIONAL AGENTS,Non-Preferred,Medroxyprogesterone Acetate Tablet (Provera)
PROGESTATIONAL AGENTS,Non-Preferred,Progesterone Vial (Generic)
PROGESTATIONAL AGENTS,Non-Preferred,"Progesterone, Micronized, Capsule (Prometrium)"
PROGESTATIONAL AGENTS,Non-Preferred,"Progesterone, Micronized, Vaginal Gel (Crinone)"
PROSTATE,Non-Preferred,"Doxazosin ER Tablet, Tablet (Cardura XL; Cardura)"
PROSTATE,Non-Preferred,Dutasteride/Tamsulosin Capsule (Generic for Jalyn)
PROSTATE,Non-Preferred,Finasteride Tablet (Proscar)
PROSTATE,Non-Preferred,Silodosin Capsule (Generic; Rapaflo)
PROSTATE,Non-Preferred,Tadalafil 2.5mg Tablet (Generic for Cialis)
PROSTATE,Non-Preferred,Tadalafil 5mg Tablet (Generic; Cialis)
PROSTATE,Non-Preferred,Tamsulosin Capsule (Flomax)
SEDATIVE/HYPNOTICS,Non-Preferred,Daridorexant Tablet (Quviviq)
SEDATIVE/HYPNOTICS,Non-Preferred,Dexmeditomidine Film (Igalmi)
SEDATIVE/HYPNOTICS,Non-Preferred,Doxepin Tablet (Generic for Silenor)
SEDATIVE/HYPNOTICS,Non-Preferred,Estazolam Tablet (Generic)
SEDATIVE/HYPNOTICS,Non-Preferred,Eszopiclone Tablet (Lunesta)
SEDATIVE/HYPNOTICS,Non-Preferred,Flurazepam Capsule (Generic)
SEDATIVE/HYPNOTICS,Non-Preferred,Lemborexant Tablet (Dayvigo)
SEDATIVE/HYPNOTICS,Non-Preferred,Quazepam Tablet (AG)
SEDATIVE/HYPNOTICS,Non-Preferred,Ramelteon Tablet (Generic; Rozerem)
SEDATIVE/HYPNOTICS,Non-Preferred,Suvorexant Tablet (Belsomra)
SEDATIVE/HYPNOTICS,Non-Preferred,Tasimelteon Capsule (Generic; Hetlioz)
SEDATIVE/HYPNOTICS,Non-Preferred,Tasimelteon /Suspension (Hetlioz LQ)
SEDATIVE/HYPNOTICS,Non-Preferred,"Temazepam Capsule 7.5mg, 15mg, 30mg (Restoril)"
SEDATIVE/HYPNOTICS,Non-Preferred,"Temazepam 7.5 mg, 22.5 mg (Generic)"
SEDATIVE/HYPNOTICS,Non-Preferred,Triazolam Tablet (Halcion)
SEDATIVE/HYPNOTICS,Non-Preferred,Zaleplon Capsule (Generic)
SEDATIVE/HYPNOTICS,Non-Preferred,Zolpidem Tartrate ER Tablet (Ambien CR)
SEDATIVE/HYPNOTICS,Non-Preferred,Zolpidem Tartrate Sublingual (Edluar)
SEDATIVE/HYPNOTICS,Non-Preferred,Zolpidem Tartrate Sublingual (Generic for Intermezzo)
SEDATIVE/HYPNOTICS,Non-Preferred,Zolpidem Tartrate Capsule (Generic)
SEDATIVE/HYPNOTICS,Non-Preferred,Zolpidem Tartrate Tablet (Ambien)
SICKLE CELL ANEMIA,Non-Preferred,Crizanlizumab-tmca Infusion (Adakveo)
SICKLE CELL ANEMIA,Non-Preferred,Exagamglogene autotemcel (Casgevy)
SICKLE CELL ANEMIA,Non-Preferred,Hydroxyurea Solution (Xromi)
SICKLE CELL ANEMIA,Non-Preferred,L-glutamine Powder Pack (Generic; Endari)
SICKLE CELL ANEMIA,Non-Preferred,Lovotibeglogene autotemcel (Lyfgenia)
SINUS NODE INHIBITORS,Non-Preferred,Ivabradine Solution (Corlanor)
SINUS NODE INHIBITORS,Non-Preferred,Ivabradine Tablet (Corlanor)
SMOKING CESSATION PRODUCTS,Non-Preferred,Nicotine Inhaler (Nicotrol Inhaler)
SMOKING CESSATION PRODUCTS,Non-Preferred,Nicotine Nasal Spray (Nicotrol Nasal Spray)
SPINAL MUSCULAR ATROPHY,Non-Preferred,Nusinersen (Spinraza)
SPINAL MUSCULAR ATROPHY,Non-Preferred,Risdiplam (Evrysdi)
THROMBOPOIESIS STIMULATING PROTEINS,Non-Preferred,Avatrombopag Tablet (Doptelet)
THROMBOPOIESIS STIMULATING PROTEINS,Non-Preferred,Eltrombopag Choline Tablet (Alvaiz)
THROMBOPOIESIS STIMULATING PROTEINS,Non-Preferred,Eltrombopag Olamine Suspension Packet (Promacta)
THROMBOPOIESIS STIMULATING PROTEINS,Non-Preferred,Fostamatinib Disodium Hexahydrate Tablet (Tavalisse)
THROMBOPOIESIS STIMULATING PROTEINS,Non-Preferred,Lusutrombopag Tablet (Mulpleta)
THROMBOPOIESIS STIMULATING PROTEINS,Non-Preferred,Romiplostim Vial (Nplate)
UREA CYCLE DISORDERS,Non-Preferred,Carglumic Acid (Generic; Carbaglu)
UREA CYCLE DISORDERS,Non-Preferred,Glycerol Phenylbutyrate (Ravicti)
UREA CYCLE DISORDERS,Non-Preferred,"Sodium Phenylbutyrate Powder, Tablet (Generic; Buphenyl)"
UREA CYCLE DISORDERS,Non-Preferred,Sodium Phenylbutyrate Pellet for Oral Suspension (Olpruva)
UROLOGY INCONTINENCE,Non-Preferred,Darifenacin ER Tablet (Generic)
UROLOGY INCONTINENCE,Non-Preferred,Fesoterodine Fumarate ER Tablet (Toviaz)
UROLOGY INCONTINENCE,Non-Preferred,Flavoxate Tablet (Generic)
UROLOGY INCONTINENCE,Non-Preferred,Mirabegron ER Granules for Oral Suspension (Myrbetriq)
UROLOGY INCONTINENCE,Non-Preferred,Mirabegron ER Tablet (Generic; Myrbetriq)
UROLOGY INCONTINENCE,Non-Preferred,Oxybutynin 2.5mg Tablet (Generic)
UROLOGY INCONTINENCE,Non-Preferred,Oxybutynin Transdermal Patch Rx (Oxytrol)
UROLOGY INCONTINENCE,Non-Preferred,"Solifenacin Tablet, Suspension (VESIcare; VESIcare LS)"
UROLOGY INCONTINENCE,Non-Preferred,Tolterodine Tablet (Generic; Detrol)
UROLOGY INCONTINENCE,Non-Preferred,Tolterodine ER Capsule (AG; Generic; Detrol LA)
UROLOGY INCONTINENCE,Non-Preferred,"Trospium ER Capsule, Tablet (Generic)"
UROLOGY INCONTINENCE,Non-Preferred,Vibegron Tablet (Gemtesa)
