ST,Class
WA,ENDOCRINE AND METABOLIC AGENTS : SOMATOSTATIC AGENTS
WA,ENDOCRINE AND METABOLIC AGENTS : THYROID HORMONE - INJECTABLE
WA,ENDOCRINE AND METABOLIC AGENTS : THYROID HORMONE - ORAL
WA,ENDOCRINE AND METABOLIC AGENTS : TRIPEPTIDYL PEPTIDASE 1 DEFICIENCY AGENTS
WA,ENDOCRINE AND METABOLIC AGENTS : UREA CYCLE DISORDER AGENTS - INJECTABLE
WA,ENDOCRINE AND METABOLIC AGENTS : UREA CYCLE DISORDER AGENTS - ORAL
WA,ENDOCRINE AND METABOLIC AGENTS : VASOPRESSIN RECEPTOR ANTAGONISTS - ORAL
WA,ENDOCRINE AND METABOLIC AGENTS : X-LINKED HYPOPHOSPHATEMIA (XLH) AGENTS
WA,GASTROINTESTINAL AGENTS - ULCER DRUGS : H-2 ANTAGONISTS
WA,GASTROINTESTINAL AGENTS - ULCER DRUGS : PROTON PUMP INHIBITORS (PPI)
WA,GASTROINTESTINAL AGENTS : ANTIDIARRHEAL
WA,GASTROINTESTINAL AGENTS : ANTISPASMODICS - INJECTABLE
WA,GASTROINTESTINAL AGENTS : ANTISPASMODICS - OTHER
WA,GASTROINTESTINAL AGENTS : GALLSTONE SOLUBILIZING AGENTS
WA,GASTROINTESTINAL AGENTS : HEPATOTROPICS
WA,GASTROINTESTINAL AGENTS : ILEAL BILE ACID TRANSPORTER INHIBITORS
WA,GASTROINTESTINAL AGENTS : INFLAMMATORY BOWEL AGENTS
WA,GASTROINTESTINAL AGENTS : IRRITABLE BOWEL SYNDROME (IBS) AGENTS / GI MOTILITY
WA,GASTROINTESTINAL AGENTS : LAXATIVES
WA,GASTROINTESTINAL AGENTS : LIVE FECAL MICROBIOTA
WA,GASTROINTESTINAL AGENTS : OTHER
WA,GASTROINTESTINAL AGENTS : PHOSPHATE BINDER AGENTS
WA,GASTROINTESTINAL AGENTS : SHORT BOWEL SYNDROME
WA,GASTROINTESTINAL AGENTS: ANTACIDS
WA,GENITOURINARY AGENTS : ACIDIFIERS
WA,GENITOURINARY AGENTS : ALKALINIZERS
WA,GENITOURINARY AGENTS : CYSTINOSIS AGENTS
WA,GENITOURINARY AGENTS : HYPEROXALURIA AGENTS
WA,GENITOURINARY AGENTS : IGA NEPHROPATHY AGENTS
WA,GENITOURINARY AGENTS : INTERSTITIAL CYSTITIS AGENTS
WA,GENITOURINARY AGENTS : IRRIGANTS
WA,GENITOURINARY AGENTS : OVERACTIVE BLADDER AGENTS
WA,GENITOURINARY AGENTS : PROSTATIC HYPERTROPHY AGENTS
WA,GENITOURINARY AGENTS : URINARY ANALGESICS
WA,GENITOURINARY AGENTS : URINARY ANTIINFECTIVES
WA,GENITOURINARY AGENTS : URINARY STONE AGENTS
WA,GI ULCER AGENTS : H. PYLORI ANTIBIOTICS
WA,GI ULCER AGENTS : MISC
WA,GLAUCOMA AGENTS : ADRENERGIC AGENTS
WA,GLAUCOMA AGENTS : ADRENERGIC AGENTS COMBINATIONS
WA,GLAUCOMA AGENTS : BETA - BLOCKERS
WA,GLAUCOMA AGENTS : BETA - BLOCKERS COMBINATIONS
WA,GLAUCOMA AGENTS : CARBONIC ANHYDRASE INHIBITORS
WA,GLAUCOMA AGENTS : KINASE INHIBITORS
WA,GLAUCOMA AGENTS : MIOTICS
WA,GLAUCOMA AGENTS : PROSTAGLANDINS
WA,GOUT AGENTS :
WA,GOUT AGENTS : PEGYLATED URIC ACID ENZYMES
WA,HEMATOLOGICAL AGENTS : ANTIHEMOPHILIC PRODUCTS
WA,HEMATOLOGICAL AGENTS : ANTI-VON WILLEBRAND FACTOR AGENTS
WA,HEMATOLOGICAL AGENTS : COMPLIMENT INHIBITORS - INJECTABLE
WA,HEMATOLOGICAL AGENTS : COMPLIMENT INHIBITORS - ORAL
WA,HEMATOLOGICAL AGENTS : HEMATORHEOLOGIC AGENTS
WA,HEMATOLOGICAL AGENTS : HEREDITARY ANGIOEDEMA AGENTS
WA,HEMATOLOGICAL AGENTS : PLATELET AGGREGATION INHIBITORS - INJECTABLE
WA,HEMATOLOGICAL AGENTS : PLATELET AGGREGATION INHIBITORS - ORAL
WA,HEMATOLOGICAL AGENTS : PYRUVATE KINASE ACTIVATORS
WA,HEMATOPOIETIC AGENTS : COBALAMINS / COBALAMIN COMBINATIONS
WA,HEMATOPOIETIC AGENTS : CXCR4 RECEPTOR ANTAGONISTS
WA,HEMATOPOIETIC AGENTS : ERYTHROPOIESIS-STIMULATING AGENTS (ESAS)
WA,HEMATOPOIETIC AGENTS : FOLIC ACID / FOLATE COMBINATIONS
WA,HEMATOPOIETIC AGENTS : GAUCHER DISEASE
WA,HEMATOPOIETIC AGENTS : GRANULOCYTE COLONY-STIMULATING FACTORS (G-CSF)
WA,HEMATOPOIETIC AGENTS : HYPOXIA-INDUCIBLE FACTOR PROLYL HYDROXYLASE INHIBITORS
WA,HEMATOPOIETIC AGENTS : IRON / IRON COMBINATIONS - INJECTABLE
WA,HEMATOPOIETIC AGENTS : IRON / IRON COMBINATIONS - ORAL
WA,HEMATOPOIETIC AGENTS : SICKLE CELL ANEMIA
WA,HEMATOPOIETIC AGENTS : STEM CELL MOBILIZERS
WA,HEMATOPOIETIC AGENTS : THROMBOPOIESIS (TPO) STIMULATING PROTEINS
WA,HEMOSTATICS : SYSTEMIC - INJECTABLE
WA,HEMOSTATICS : SYSTEMIC - ORAL
WA,HIV : ANTIVIRALS - INJECTABLES
WA,HIV : ANTIVIRALS - ORAL
WA,HIV : MONOCLONAL ANTIBODIES - INJECTABLE
WA,IMMUNE MODULATORS : THALIDOMIDE ANALOGUES
WA,IMMUNOSUPPRESSIVE AGENTS : CYCLOSPORINE ANALOGS - ORAL
WA,IMMUNOSUPPRESSIVE AGENTS : INOSINE MONOPHOSPHATE DEHYDROGENASE INHIBITORS - ORAL
WA,IMMUNOSUPPRESSIVE AGENTS : MACROLIDE IMMUNOSUPPRESSANTS
WA,IMMUNOSUPPRESSIVE AGENTS : MONOCLONAL ANTIBODIES
WA,IMMUNOSUPPRESSIVE AGENTS : PURINE ANALOGS
WA,IMMUNOSUPPRESSIVE AGENTS : ROCK INHIBITORS
WA,MEDICAL DEVICES AND SUPPLIES : APPLICATORS
WA,MEDICAL DEVICES AND SUPPLIES : GLUCOSE MONITORING TEST SUPPLIES
WA,MEDICAL DEVICES AND SUPPLIES : GLUCOSE/KETONE MONITORING TEST SUPPLIES
WA,MEDICAL DEVICES AND SUPPLIES : INSULIN PUMPS & ADMINISTRATION SUPPLIES
WA,MEDICAL DEVICES AND SUPPLIES : MASKS
WA,MEDICAL DEVICES AND SUPPLIES : MEDICAL WASTE DISPOSAL SYSTEMS
WA,MEDICAL DEVICES AND SUPPLIES : NEBULIZERS
WA,MEDICAL DEVICES AND SUPPLIES : NEEDLES & SYRINGES
WA,MEDICAL DEVICES AND SUPPLIES : PEAK FLOW METERS
WA,MEDICAL DEVICES AND SUPPLIES : RESPIRATORY THERAPY SUPPLIES
WA,MEDICAL DEVICES AND SUPPLIES : SPACER/AEROSOL-HOLDING CHAMBERS & SUPPLIES
WA,MIGRAINE AGENTS : CALCITONIN GENE-RELATED PEPTIDE (CGRP) RECEPTOR ANTAGONISTS
WA,MIGRAINE AGENTS : ERGOT DERIVATIVES
WA,MIGRAINE AGENTS : OTHER
WA,MIGRAINE AGENTS : SELECTIVE SEROTONIN AGONISTS 5-HT(1)
WA,MINERALS AND ELECTROLYTES : BICARBONATES
WA,MINERALS AND ELECTROLYTES : CALCIUM - ORAL
WA,MINERALS AND ELECTROLYTES : FLUORIDE - ORAL
WA,MINERALS AND ELECTROLYTES : IODINE PRODUCTS
WA,MINERALS AND ELECTROLYTES : MAGNESIUM
WA,MINERALS AND ELECTROLYTES : MANGANESE
WA,MINERALS AND ELECTROLYTES : PHOSPHATE - ORAL
WA,MINERALS AND ELECTROLYTES : POTASSIUM
WA,MINERALS AND ELECTROLYTES : SODIUM
WA,MINERALS AND ELECTROLYTES : TRACE MINERALS
WA,MINERALS AND ELECTROLYTES : ZINC
WA,MISCELLANEOUS THERAPEUTIC CLASSES : CHELATING AGENTS - ORAL
WA,MISCELLANEOUS THERAPEUTIC CLASSES : OTHER
WA,MISCELLANEOUS THERAPEUTIC CLASSES : PHOSPHOINOSITIDE 3-KINASE AGENTS
WA,MISCELLANEOUS THERAPEUTIC CLASSES : PIK3CA-RELATED AGENTS
WA,MISCELLANEOUS THERAPEUTIC CLASSES : POTASSIUM REMOVING AGENTS
WA,MISCELLANEOUS THERAPEUTIC CLASSES : PROGERIA TREATMENT AGENTS
WA,MOUTH / THROAT / DENTAL AGENTS : ARTIFICIAL SALIVA
WA,MOUTH / THROAT / DENTAL AGENTS : OTHER
WA,MOUTH / THROAT / DENTAL AGENTS : SALIVA STIMULANTS
WA,MOVEMENT DISORDER AGENTS :
WA,MULTIPLE SCLEROSIS AGENTS :
WA,MUSCULOSKELETAL THERAPY AGENTS : FIBRODYSPLASIA AGENTS
WA,MUSCULOSKELETAL THERAPY AGENTS : SKELETAL MUSCLE RELAXANTS
WA,NEUROLOGICAL AGENTS : ANALEPTICS
WA,NEUROLOGICAL AGENTS : ANOREXIANTS / ANTI-OBESITY - GLP-1 RECEPTOR AGONISTS
WA,NEUROLOGICAL AGENTS : ANOREXIANTS / ANTI-OBESITY : MELANOCORTIN RECEPTOR AGONISTS
WA,NEUROLOGICAL AGENTS : OTHER
WA,NEUROLOGICAL AGENTS : TRANSTHYRETIN AMYLOIDOSIS AGENTS
WA,NEUROMUSCULAR AGENTS : ALS AGENTS - BENZATHIAZOLES
WA,NEUROMUSCULAR AGENTS : ALS AGENTS - MISC
WA,NEUROMUSCULAR AGENTS : ANTIMYASTHENIC/CHOLINERGIC AGENTS
WA,NEUROMUSCULAR AGENTS : FREIDRICHS ATAXIA AGENTS
WA,NEUROMUSCULAR AGENTS : MUSCULAR DYSTROPHY AGENTS
WA,NEUROMUSCULAR AGENTS : RETT SYNDROME AGENTS
WA,NEUROMUSCULAR AGENTS : SPINAL MUSCULAR ATROPHY AGENTS - ANTISENSE OLIGONUCLEOTIDES
WA,NEUROMUSCULAR AGENTS : SYSTEMIC LUPUS ERYTHEMATOSUS AGENTS
WA,NUTRIENTS : PROTEIN-CARBOHYDRATE-LIPID COMBINATIONS
WA,ONCOLOGY AGENTS : ALKYLATING AGENTS - ORAL
WA,ONCOLOGY AGENTS : ANDROGEN BIOSYNTHESIS INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : ANTIADRENALS - ORAL
WA,ONCOLOGY AGENTS : ANTIANDROGENS - ORAL
WA,ONCOLOGY AGENTS : ANTIESTROGENS - ORAL
WA,ONCOLOGY AGENTS : ANTIMETABOLITES - ORAL
WA,ONCOLOGY AGENTS : ANTINEOPLASTIC PROGESTINS - ORAL
WA,ONCOLOGY AGENTS : ANTINEOPLASTICS COMBINATIONS - ORAL
WA,ONCOLOGY AGENTS : ANTINEOPLASTICS MISC - ORAL
WA,ONCOLOGY AGENTS : AROMATASE INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : BCL-2 INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : BRAF KINASE INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : CYCLIN DEPENDENT KINASES (CDK) INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : FGFR KINASE INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : FOLIC ACID ANTAGONISTS RESCUE AGENTS - ORAL
WA,ONCOLOGY AGENTS : GAMMA SECRETASE INHIBITORS
WA,ONCOLOGY AGENTS : GONADOTROPIN-RELEASING HORMONE (GNRH) RECEPTOR ANTAGONISTS - ORAL
WA,ONCOLOGY AGENTS : HEDGEHOG PATHWAY INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : HIF-2-ALPHA INHIBITORS
WA,ONCOLOGY AGENTS : HISTONE DEACETYLASE INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : IMIDAZOTETRAZINES - ORAL
WA,ONCOLOGY AGENTS : INTERFERONS
WA,ONCOLOGY AGENTS : ISOCITRATE DEHYDROGENASE-1 (IDH1) INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : ISOCITRATE DEHYDROGENASE-2 (IDH2) INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : JANUS ASSOCIATED KINASE (JAK) INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : KRAS INHIBITORS
WA,ONCOLOGY AGENTS : LHRH ANALOGS - INJECTABLE
WA,ONCOLOGY AGENTS : MEK INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : MENIN INHIBITORS
WA,ONCOLOGY AGENTS : METHYLTRANSFERASE INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : MITOTIC INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : MTOR KINASE INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : MULTIKINASE INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : NITROGEN MUSTARDS - INJECTABLE
WA,ONCOLOGY AGENTS : NITROGEN MUSTARDS - ORAL
WA,ONCOLOGY AGENTS : NITROSOUREAS - ORAL
WA,ONCOLOGY AGENTS : ORNITHING DECARBOXYLASE INHIBITORS
WA,ONCOLOGY AGENTS : PHOSPHATIDYLINOSITOL 3-KINASE (PI3K) INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : POLY (ADP-RIBOSE) POLYMERASE (PARP) INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : PROTEASOME INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : RETINOIDS - ORAL
WA,ONCOLOGY AGENTS : SELECTIVE RETINOID X RECEPTOR AGONISTS - ORAL
WA,ONCOLOGY AGENTS : TOPOISOMERASE INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : TROPOMYOSIN RECEPTOR KINASE INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : TYROSINE KINASE INHIBITORS - ORAL
WA,ONCOLOGY AGENTS : URINARY TRACT PROTECTIVE RESCUE AGENTS - ORAL
WA,ONCOLOGY AGENTS : XPO1 INHIBITORS - ORAL
WA,OPHTHALMIC AGENTS : ALPHA ADRENERGIC AGONISTS
WA,OPHTHALMIC AGENTS : ANTIALLERGIC
WA,OPHTHALMIC AGENTS : ANTIBIOTICS
WA,OPHTHALMIC AGENTS : ANTIBIOTICS - SULFONAMIDES
WA,OPHTHALMIC AGENTS : ANTIBIOTIC-STEROID COMBINATIONS
WA,OPHTHALMIC AGENTS : ANTIFUNGALS
WA,OPHTHALMIC AGENTS : ANTISEPTICS
WA,OPHTHALMIC AGENTS : ANTIVIRALS
WA,OPHTHALMIC AGENTS : ARTIFICIAL TEARS AND LUBRICANTS
WA,OPHTHALMIC AGENTS : CHOLINERGIC AGONISTS
WA,OPHTHALMIC AGENTS : CYCLOPLEGIC MYDRIATICS
WA,OPHTHALMIC AGENTS : CYSTINOSIS AGENTS
WA,OPHTHALMIC AGENTS : ECTOPARASITICIDES
WA,OPHTHALMIC AGENTS : IMMUNOMODULATORS
WA,OPHTHALMIC AGENTS : LOCAL ANESTHETICS
WA,OPHTHALMIC AGENTS : NERVE GROWTH FACTORS
WA,OPHTHALMIC AGENTS : NONSTEROIDAL ANTI-INFLAMMATORY AGENTS
WA,OPHTHALMIC AGENTS : STEROIDS - TOPICAL
WA,OTIC AGENTS : ANTI-INFECTIVES
WA,OTIC AGENTS : MISC
WA,OTIC AGENTS : STEROIDS
WA,PULMONARY HYPERTENSION AGENTS : ACTIVIN SIGNALING INHIBITOR
WA,PULMONARY HYPERTENSION AGENTS : COMBINATIONS
WA,PULMONARY HYPERTENSION AGENTS : ENDOTHELIN RECEPTOR ANTAGONISTS
WA,PULMONARY HYPERTENSION AGENTS : PHOSPHODIESTERASE INHIBITORS (PDEI)
WA,PULMONARY HYPERTENSION AGENTS : PROSTACYCLIN RECEPTOR AGONISTS
WA,PULMONARY HYPERTENSION AGENTS : PROSTAGLANDIN VASODILATORS
WA,PULMONARY HYPERTENSION AGENTS : SGC STIMULATOR
WA,RESPIRATORY AGENTS : ALPHA-PROTEINASE INHIBITOR (HUMAN)
WA,RESPIRATORY AGENTS : CYSTIC FIBROSIS AGENTS
WA,RESPIRATORY AGENTS : CYSTIC FIBROSIS AGENTS - CFTR POTENTIATORS
WA,RESPIRATORY AGENTS : PULMONARY FIBROSING AGENTS
WA,SLEEP DISORDER AGENTS : BARBITURATE HYPNOTICS
WA,SLEEP DISORDER AGENTS : BENZODIAZEPINE HYPNOTICS
WA,SLEEP DISORDER AGENTS : NON-BENZODIAZEPINE
WA,SLEEP DISORDER AGENTS : SELECTIVE MELATONIN RECEPTOR AGONISTS
WA,SLEEP DISORDER AGENTS : TRICYCLIC AGENTS
WA,SMOKING DETERRENTS : MISC - OTHER
WA,SMOKING DETERRENTS : NICOTINE REPLACEMENT PRODUCTS
WA,SUBSTANCE USE DISORDER : AGENTS FOR OPIOID WITHDRAWAL
WA,SUBSTANCE USE DISORDER : ALCOHOL DETERRENTS
WA,SUBSTANCE USE DISORDER : OPIOID ANTAGONISTS
WA,SUBSTANCE USE DISORDER : OPIOID PARTIAL AGONISTS - SUBCUTANEOUS
WA,SUBSTANCE USE DISORDER : OPIOID PARTIAL AGONISTS - TRANSMUCOSAL
WA,VACCINES : BACTERIAL
WA,VACCINES : VIRAL
WA,VASOPRESSORS : MISC - INJECTABLE
WA,VASOPRESSORS : MISC - ORAL
WA,VITAMINS : B-COMPLEX VITAMINS
WA,VITAMINS : MULTIVITAMINS
WA,VITAMINS : PEDIATRIC - MULTIVITAMINS
WA,VITAMINS : PRENATAL VITAMINS
WA,VITAMINS : VITAMIN B-1
WA,VITAMINS : VITAMIN B-6
WA,VITAMINS : VITAMIN D / VITAMIN D ANALOGS - ORAL
